,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V01,10,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002,LECTURE V01,5,3,1,1,100,SCHOOL OF BUSINESS,New Students [P]
2,ACC1002,LECTURE V02,10,1,10,1,10,SCHOOL OF BUSINESS,Returning Students [P]
3,ACC1002,LECTURE V02,5,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
4,ACC1002X,LECTURE X1,5,0,0,0,0,SCIENCE,Returning Students [P]
5,ACC1002X,LECTURE X1,18,0,0,0,0,LAW,Returning Students [P]
6,ACC1002X,LECTURE X1,75,12,1,1,1500,ENGINEERING,Returning Students [P]
7,ACC1002X,LECTURE X1,12,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
8,ACC1002X,LECTURE X1,6,1,1,1,1,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
9,ACC1002X,LECTURE X1,10,0,0,0,0,SCIENCE,New Students [P]
10,ACC1002X,LECTURE X1,25,1,1,1,1,ENGINEERING,New Students [P]
11,ACC1002X,LECTURE X1,30,3,1,1,1,SCHOOL OF COMPUTING,New Students [P]
12,ACC1002X,LECTURE X1,4,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
13,ACC1002X,LECTURE X2,20,0,0,0,0,SCIENCE,Returning Students [P]
14,ACC1002X,LECTURE X2,110,4,1,1,500,ENGINEERING,Returning Students [P]
15,ACC1002X,LECTURE X2,5,5,50,1,101,SCHOOL OF COMPUTING,Returning Students [P]
16,ACC1002X,LECTURE X2,20,6,1,1,300,SCIENCE,New Students [P]
17,ACC1002X,LECTURE X2,40,0,0,0,0,ENGINEERING,New Students [P]
18,ACC1002X,LECTURE X2,4,8,150,520,1000,SCHOOL OF COMPUTING,New Students [P]
19,ACC1002X,LECTURE X3,110,41,1,1,2314,ENGINEERING,Returning Students [P]
20,ACC1002X,LECTURE X3,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
21,ACC1002X,LECTURE X3,40,0,0,0,0,ENGINEERING,New Students [P]
22,ACC1002X,LECTURE X3,13,6,1,1,400,SCHOOL OF COMPUTING,New Students [P]
23,ACC2002,SECTIONAL TEACHING K1,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
24,ACC2002,SECTIONAL TEACHING K1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
25,ACC2002,SECTIONAL TEACHING K4,3,0,0,0,0,SCIENCE,Returning Students [P]
26,ACC2002,SECTIONAL TEACHING K5,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
27,ACC2002,SECTIONAL TEACHING K6,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
28,ACC2002,SECTIONAL TEACHING K6,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
29,ACC2002,SECTIONAL TEACHING K7,3,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
30,ACC2002,SECTIONAL TEACHING K7,1,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
31,ACC2002,SECTIONAL TEACHING K8,3,0,0,0,0,SCIENCE,Returning Students [P]
32,ACC2002,SECTIONAL TEACHING K8,2,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
33,ACC2002,SECTIONAL TEACHING K8,1,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
34,ACC2002,SECTIONAL TEACHING K9,5,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
35,ACC2002,SECTIONAL TEACHING K9,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
36,ACC4611,SECTIONAL TEACHING K1,35,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
37,ACC4612A,SECTIONAL TEACHING A1,35,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
38,ACC4612E,SECTIONAL TEACHING E1,43,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
39,AR1102,DESIGN LECTURE 1,125,99,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
40,AR1326,LECTURE 1,150,105,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
41,AR1721,LECTURE 1,150,101,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
42,AR1724,LECTURE 1,145,98,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
43,AR2102,DESIGN LECTURE 1,112,89,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
44,AR2102,DESIGN LECTURE 1,33,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
45,AR2225,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
46,AR2327,LECTURE 1,112,93,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
47,AR2327,LECTURE 1,33,28,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
48,AR2723,LECTURE 1,112,92,1,1,111,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
49,AR3102,DESIGN LECTURE 1,135,114,1,1,1234,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
50,AR3721,LECTURE 1,135,110,1,1,1234,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
51,AR4102,DESIGN LECTURE 1,95,73,1,1,5334,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
52,AR4104,DESIGN LECTURE 1,50,31,1,1,200,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
53,AR4323,LECTURE 1,20,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
54,AR5011,LECTURE 1,30,16,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
55,AR5221,LECTURE 1,95,62,1,1,1337,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
56,AS3231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
57,AS3231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
58,AS3240,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
59,AS3240,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
60,BN4201,LECTURE 1,40,39,1,1,5970,ENGINEERING,Returning Students [P]
61,BN4203,LECTURE 1,30,39,1,806,6000,ENGINEERING,Returning Students [P]
62,BN4402,LECTURE 1,50,5,101,1,2000,ENGINEERING,Returning Students [P]
63,BN4404,LECTURE 1,50,63,1,922,5000,ENGINEERING,Returning Students [P]
64,BSP1004X,SECTIONAL TEACHING X1,8,6,1,1,1096,ENGINEERING,Returning Students [P]
65,BSP1004X,SECTIONAL TEACHING X1,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
66,BSP1004X,SECTIONAL TEACHING X1,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
67,BSP1004X,SECTIONAL TEACHING X1,4,0,0,0,0,ENGINEERING,New Students [P]
68,BSP1004X,SECTIONAL TEACHING X1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
69,BSP1004X,SECTIONAL TEACHING X1,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
70,BSP1005,LECTURE D1,10,0,0,0,0,SCIENCE,Returning Students [P]
71,BSP1005,LECTURE D1,40,3,1,1,10,ENGINEERING,Returning Students [P]
72,BSP1005,LECTURE D1,10,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
73,BSP1005,LECTURE D1,10,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
74,BSP1005,LECTURE D1,3,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
75,BSP1005,LECTURE D1,10,3,1,1,1,SCIENCE,New Students [P]
76,BSP1005,LECTURE D1,20,0,0,0,0,ENGINEERING,New Students [P]
77,BSP1005,LECTURE D1,20,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
78,BSP1005,LECTURE D1,10,5,4,1,5,SCHOOL OF BUSINESS,New Students [P]
79,BSP1005,LECTURE D1,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
80,BSP1005,LECTURE D2,10,1,10,1,10,SCIENCE,Returning Students [P]
81,BSP1005,LECTURE D2,30,1,100,1,100,ENGINEERING,Returning Students [P]
82,BSP1005,LECTURE D2,10,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
83,BSP1005,LECTURE D2,10,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
84,BSP1005,LECTURE D2,10,1,1,1,1,SCIENCE,New Students [P]
85,BSP1005,LECTURE D2,10,0,0,0,0,ENGINEERING,New Students [P]
86,BSP1005,LECTURE D2,20,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
87,BSP1005,LECTURE D2,10,0,0,0,0,SCHOOL OF BUSINESS,New Students [P]
88,BSP2001,LECTURE G1,30,1,30,1,30,SCHOOL OF BUSINESS,Returning Students [P]
89,BSP2001,LECTURE G2,30,4,1,1,701,SCHOOL OF BUSINESS,Returning Students [P]
90,BSP2005,LECTURE E2,6,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
91,BSP2005,LECTURE E2,2,7,100,1520,2316,SCHOOL OF BUSINESS,Returning Students [P]
92,BSP2005,LECTURE E2,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
93,BSP3516,SECTIONAL TEACHING A1,40,3,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
94,BSP4512,SECTIONAL TEACHING D1,32,24,1,1,1999,SCHOOL OF BUSINESS,Returning Students [P]
95,BSP4515,SECTIONAL TEACHING M1,39,17,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
96,BT3101,LECTURE 1,45,3,1,1,10,SCHOOL OF COMPUTING,Returning Students [P]
97,BT3101,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
98,CE1109,LECTURE 1,80,0,0,0,0,ENGINEERING,Returning Students [P]
99,CE2112,LECTURE 1,120,16,1,1,2,ENGINEERING,Returning Students [P]
100,CE2134,LECTURE 1,200,10,1,1,10,ENGINEERING,Returning Students [P]
101,CE2155,LECTURE 1,150,14,1,1,5,ENGINEERING,Returning Students [P]
102,CE2407,LECTURE 1,150,55,1,1,100,ENGINEERING,Returning Students [P]
103,CE3115,LECTURE 1,120,104,1,1,100,ENGINEERING,Returning Students [P]
104,CE3116,LECTURE 1,120,100,1,1,2000,ENGINEERING,Returning Students [P]
105,CE3132,LECTURE 1,160,160,1,1,2345,ENGINEERING,Returning Students [P]
106,CE3155,LECTURE 1,160,96,1,1,200,ENGINEERING,Returning Students [P]
107,CE3165,LECTURE 1,120,97,1,1,5300,ENGINEERING,Returning Students [P]
108,CE3166,LECTURE 1,120,98,1,1,2000,ENGINEERING,Returning Students [P]
109,CE4104,LECTURE PRJ,100,62,1,1,1000,ENGINEERING,Returning Students [P]
110,CE4221,LECTURE 1,40,18,1,1,4922,ENGINEERING,Returning Students [P]
111,CE4258,LECTURE 1,18,8,1,1,100,ENGINEERING,Returning Students [P]
112,CE4282,LECTURE 1,35,43,1,156,6000,ENGINEERING,Returning Students [P]
113,CE5105,LECTURE 1,9,2,1,1,1690,ENGINEERING,Returning Students [P]
114,CE5106,LECTURE 1,24,6,1,1,2001,ENGINEERING,Returning Students [P]
115,CE5107,LECTURE 1,30,20,1,1,5000,ENGINEERING,Returning Students [P]
116,CE5204,LECTURE 1,16,12,1,1,2000,ENGINEERING,Returning Students [P]
117,CE5207,LECTURE 1,15,3,10,1,1000,ENGINEERING,Returning Students [P]
118,CE5308,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students [P]
