,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE V1,10,1,944,1,944,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002,LECTURE V1,20,19,1,1,744,SCHOOL OF BUSINESS,New Students [P]
2,ACC1002X,LECTURE X1,23,52,1,1169,4469,SCIENCE,Returning Students [P]
3,ACC1002X,LECTURE X1,15,0,0,0,0,LAW,Returning Students [P]
4,ACC1002X,LECTURE X1,77,3,1,1,2,ENGINEERING,Returning Students [P]
5,ACC1002X,LECTURE X1,10,18,2,290,597,SCIENCE,New Students [P]
6,ACC1002X,LECTURE X1,40,62,50,413,747,ENGINEERING,New Students [P]
7,ACC1002X,LECTURE X1,2,1,656,1,656,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
8,ACC1002X,LECTURE X1,28,1,300,1,300,SCHOOL OF BUSINESS,NUS Students [G]
9,ACC1002X,LECTURE X2,7,18,1,1200,2999,SCIENCE,Returning Students [P]
10,ACC1002X,LECTURE X2,101,6,1,1,1000,ENGINEERING,Returning Students [P]
11,ACC1002X,LECTURE X2,11,5,1,1,600,SCHOOL OF COMPUTING,Returning Students [P]
12,ACC1002X,LECTURE X2,10,16,50,201,701,SCIENCE,New Students [P]
13,ACC1002X,LECTURE X2,40,53,1,200,747,ENGINEERING,New Students [P]
14,ACC1002X,LECTURE X2,40,44,1,5,647,SCHOOL OF COMPUTING,New Students [P]
15,ACC1002X,LECTURE X2,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
16,ACC1002X,LECTURE X2,43,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
17,ACC2002,LECTURE B1,18,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
18,ACC2002,LECTURE B1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
19,ACC2002,LECTURE B1,2,1,300,1,300,SCHOOL OF BUSINESS,NUS Students [G]
20,ACC4612D,SECTIONAL TEACHING D1,2,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
21,AR1101,DESIGN LECTURE 1,130,113,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
22,AR1327,LECTURE 1,153,138,1,1,77,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
23,AR2101,DESIGN LECTURE 1,47,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
24,AR2221,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
25,AR2222,LECTURE 1,35,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
26,AR2223,LECTURE 1,56,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
27,AR2521,LECTURE 1,47,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
28,AR3101,DESIGN LECTURE 1,16,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
29,AR3421,LECTURE 1,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
30,AR4101,DESIGN LECTURE 1,28,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
31,AR4103,DESIGN LECTURE 1,21,5,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
32,AR4222,LECTURE 1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
33,AR4322,LECTURE 1,27,5,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
34,AR5011,LECTURE 1,39,5,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
