,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,ACC1002,LECTURE B1,18,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
1,ACC1002X,LECTURE B1,61,2,1,1,50,ENGINEERING,Returning Students [P]
2,ACC1002X,LECTURE B1,27,18,1,1,2264,SCHOOL OF COMPUTING,Returning Students [P]
3,ACC1002X,LECTURE B1,45,42,1,1,747,ENGINEERING,New Students [P]
4,ACC1002X,LECTURE B1,30,56,51,327,635,SCHOOL OF COMPUTING,New Students [P]
5,ACC1002X,LECTURE B1,2,5,2,746,746,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
6,ACC1002X,LECTURE B1,5,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
7,ACC1002X,LECTURE B2,21,33,50,1345,3909,SCIENCE,Returning Students [P]
8,ACC1002X,LECTURE B2,15,0,0,0,0,LAW,Returning Students [P]
9,ACC1002X,LECTURE B2,73,5,1,1,2500,ENGINEERING,Returning Students [P]
10,ACC1002X,LECTURE B2,19,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
11,ACC1002X,LECTURE B2,20,24,2,83,596,SCIENCE,New Students [P]
12,ACC1002X,LECTURE B2,45,50,15,44,747,ENGINEERING,New Students [P]
13,ACC1002X,LECTURE B2,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
14,ACC1002X,LECTURE B2,5,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
15,ACC2002,LECTURE B1,31,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
16,ACC2002,LECTURE B1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
17,ACC2002,LECTURE B1,10,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
18,AR1101,DESIGN LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
19,AR1101,DESIGN LECTURE 1,160,147,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
20,AR1121,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
21,AR1121,LECTURE 1,160,148,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
22,AR1221,LECTURE 1,4,1,3000,1,3000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
23,AR1221,LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
24,AR2101,DESIGN LECTURE 1,43,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
25,AR2221,LECTURE 1,48,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
26,AR2511,LECTURE 1,155,93,1,1,2314,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
27,AR2723,LECTURE 1,48,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
28,AR3101,DESIGN LECTURE 1,56,12,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
29,AR3222,LECTURE 1,55,11,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
30,AR4101,DESIGN LECTURE 1,38,1,100,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
