,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
561,EE3208E,LECTURE 1,49,1,1,1,1,ENGINEERING,Returning Students [P]
562,EE3302,PACKAGED LECTURE 1,69,14,1,1,1000,ENGINEERING,Returning Students [P]
563,EE3302E,LECTURE 1,13,1,16,1,16,ENGINEERING,Returning Students [P]
564,EE3406,PACKAGED LECTURE 1,83,5,1,1,2000,ENGINEERING,Returning Students [P]
565,EE3407,PACKAGED LECTURE 1,192,3,1,1,100,ENGINEERING,Returning Students [P]
566,EE3408E,LECTURE 1,26,2,10,1,10,ENGINEERING,Returning Students [P]
567,EE3505,PACKAGED LECTURE 1,56,6,1,1,200,ENGINEERING,Returning Students [P]
568,EE3601,PACKAGED LECTURE 1,97,3,1,1,1000,ENGINEERING,Returning Students [P]
569,EE3702,PACKAGED LECTURE 1,27,12,1,1,3004,ENGINEERING,Returning Students [P]
570,EE4101,PACKAGED LECTURE 1,23,3,3,1,2000,ENGINEERING,Returning Students [P]
571,EE4101E,LECTURE 1,1,12,10,3072,3072,ENGINEERING,Returning Students [P]
572,EE4103,PACKAGED LECTURE 1,114,0,0,0,0,ENGINEERING,Returning Students [P]
573,EE4112,PACKAGED LECTURE 1,35,1,1800,1,1800,ENGINEERING,Returning Students [P]
574,EE4214,PACKAGED LECTURE 1,64,4,1,1,5631,ENGINEERING,Returning Students [P]
575,EE4305,PACKAGED LECTURE 1,158,6,1,1,1000,ENGINEERING,Returning Students [P]
576,EE4411,PACKAGED LECTURE 1,15,6,1,1,500,ENGINEERING,Returning Students [P]
577,EE4411E,LECTURE 1,3,3,500,1,501,ENGINEERING,Returning Students [P]
578,EE4412,PACKAGED LECTURE 1,1,7,908,5287,5287,ENGINEERING,Returning Students [P]
579,EE4412E,LECTURE 1,28,3,11,1,100,ENGINEERING,Returning Students [P]
580,EE4502,LECTURE 1,75,4,3,1,2000,ENGINEERING,Returning Students [P]
581,EE4506,PACKAGED LECTURE 1,32,1,1000,1,1000,ENGINEERING,Returning Students [P]
582,EE4601,PACKAGED LECTURE 1,55,1,1000,1,1000,ENGINEERING,Returning Students [P]
583,EE4604,PACKAGED LECTURE 1,45,1,1,1,1,ENGINEERING,Returning Students [P]
584,EG1108,LECTURE 1,11,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
585,EG1108,LECTURE 1,45,34,1,1,150,SCHOOL OF COMPUTING,New Students [P]
586,EG1108,LECTURE 1,5,0,0,0,0,ENGINEERING,Reserved for [G] in later round
587,EG1108,LECTURE 2,17,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
588,EG1108,LECTURE 2,40,25,1,1,201,SCHOOL OF COMPUTING,New Students [P]
589,EG1108,LECTURE 2,5,0,0,0,0,ENGINEERING,Reserved for [G] in later round
590,EG1109,LECTURE 1,10,0,0,0,0,ENGINEERING,Reserved for [G] in later round
591,EG2401,LECTURE 1,2,29,1,3510,3790,ENGINEERING,Returning Students [P]
592,EG2401,LECTURE 2,125,16,1,1,1000,ENGINEERING,Returning Students [P]
593,EL1101E,LECTURE 1,391,312,1,1,251,ARTS & SOCIAL SCIENCES,New Students [P]
594,EL1101E,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
595,EL2101,LECTURE 1,56,41,1,1,3000,ARTS & SOCIAL SCIENCES,Returning Students [P]
596,EL2101,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
597,EL2101,LECTURE 1,35,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
598,EL2102,LECTURE 1,78,12,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P]
599,EL2102,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
600,EL2102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
601,EL3202,LECTURE 1,32,2,1,1,419,ARTS & SOCIAL SCIENCES,Returning Students [P]
602,EL3202,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
603,EL3203,SEMINAR-STYLE MODULE CLASS 1,25,7,1,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
604,EL3203,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
605,EL3204,LECTURE 1,13,6,1,1,623,ARTS & SOCIAL SCIENCES,Returning Students [P]
606,EL3204,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
607,EL3253,SEMINAR-STYLE MODULE CLASS 1,8,7,100,1,2478,ARTS & SOCIAL SCIENCES,Returning Students [P]
608,EL3253,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
609,EL3255,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
610,EL4200,SEMINAR-STYLE MODULE CLASS 1,24,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
611,EL4205,SEMINAR-STYLE MODULE CLASS 1,13,6,2,1,1030,ARTS & SOCIAL SCIENCES,Returning Students [P]
612,EL4216,SEMINAR-STYLE MODULE CLASS 1,9,3,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
613,EL4252,SEMINAR-STYLE MODULE CLASS 1,26,4,1,1,106,ARTS & SOCIAL SCIENCES,Returning Students [P]
614,EL4254,SEMINAR-STYLE MODULE CLASS 1,23,5,2,1,1241,ARTS & SOCIAL SCIENCES,Returning Students [P]
615,EL4880,SEMINAR-STYLE MODULE CLASS 1,4,6,1000,1300,2000,ARTS & SOCIAL SCIENCES,Returning Students [P]
616,EN1101E,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
617,EN1101E,LECTURE 1,105,63,1,1,100,ARTS & SOCIAL SCIENCES,New Students [P]
618,EN1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
619,EN2101E,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
620,EN2101E,LECTURE 1,155,154,1,1,598,ARTS & SOCIAL SCIENCES,New Students [P]
621,EN2101E,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
622,EN2112,LECTURE 1,41,3,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P]
623,EN2112,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
624,EN2112,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
625,EN2241,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
626,EN2241,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
627,EN3223,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
628,EN3223,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
629,EN3224,LECTURE 1,11,11,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
630,EN3224,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
631,EN3224,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
632,EN3227,LECTURE 1,1,4,50,1410,1410,ARTS & SOCIAL SCIENCES,Returning Students [P]
633,EN3227,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
634,EN3227,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
635,EN3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
636,EN3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
637,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
638,EN3245,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
639,EN3266,SEMINAR-STYLE MODULE CLASS 1,13,6,3,1,1200,ARTS & SOCIAL SCIENCES,Returning Students [P]
640,EN3266,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
641,EN3266,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
642,EN3269,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
643,EN3269,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
644,EN4221,SEMINAR-STYLE MODULE CLASS 1,27,4,1,1,625,ARTS & SOCIAL SCIENCES,Returning Students [P]
645,EN4222,SEMINAR-STYLE MODULE CLASS 1,22,4,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
646,EN4224,SEMINAR-STYLE MODULE CLASS 1,26,8,1,1,506,ARTS & SOCIAL SCIENCES,Returning Students [P]
647,EN4231,SEMINAR-STYLE MODULE CLASS 1,22,3,1,1,450,ARTS & SOCIAL SCIENCES,Returning Students [P]
648,EN4246,SEMINAR-STYLE MODULE CLASS 1,19,4,1,1,146,ARTS & SOCIAL SCIENCES,Returning Students [P]
649,EN4271,SEMINAR-STYLE MODULE CLASS 1,12,9,1,1,1100,ARTS & SOCIAL SCIENCES,Returning Students [P]
650,ES2007S,SECTIONAL TEACHING 7,1,2,69,1508,1508,ENGINEERING,Returning Students [P]
651,ESE3101,LECTURE 1,47,2,10,1,50,ENGINEERING,Returning Students [P]
652,ESE3201,LECTURE 1,51,1,10,1,10,ENGINEERING,Returning Students [P]
653,ESE3301,LECTURE 1,57,0,0,0,0,ENGINEERING,Returning Students [P]
654,ESE3401,LECTURE 1,67,2,1,1,1,ENGINEERING,Returning Students [P]
655,ESE4501,LECTURE 1,16,1,10,1,10,ENGINEERING,Returning Students [P]
656,ESE4502,LECTURE 1,20,4,1,1,1,ENGINEERING,Returning Students [P]
657,ESE5002,LECTURE 1,22,1,100,1,100,ENGINEERING,Returning Students [P]
658,ESE5301,LECTURE 1,16,0,0,0,0,ENGINEERING,Returning Students [P]
659,ESE5602,LECTURE 1,16,1,1,1,1,ENGINEERING,Returning Students [P]
660,EU1101E,LECTURE 1,127,159,2,100,500,ARTS & SOCIAL SCIENCES,New Students [P]
661,EU1101E,LECTURE 1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
662,EU2214,LECTURE 1,1,1,202,1,202,ARTS & SOCIAL SCIENCES,Returning Students [P]
663,EU2218,LECTURE 1,2,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
664,EU3212,LECTURE 1,8,3,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
665,EU3212,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
666,EU3212,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
667,EU3224,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
668,EU4227A,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
669,EU4228,SECTIONAL TEACHING 1,1,1,2920,1,2920,ARTS & SOCIAL SCIENCES,Returning Students [P]
670,FNA1002X,LECTURE B2,4,17,1,2436,3500,SCIENCE,Returning Students [P]
671,FNA1002X,LECTURE B2,1,16,1,4021,4021,ENGINEERING,Returning Students [P]
672,FNA1002X,LECTURE B2,21,20,1,1,1950,SCIENCE,New Students [P]
673,FNA1002X,LECTURE B2,25,43,10,747,748,ENGINEERING,New Students [P]
674,FNA1002X,LECTURE B2,45,14,1,1,50,SCHOOL OF COMPUTING,New Students [P]
675,FNA1002X,LECTURE B2,9,14,50,850,1400,SCHOOL OF BUSINESS,NUS Students [G]
676,FNA1002X,LECTURE B3,19,43,1,2000,3034,SCIENCE,Returning Students [P]
677,FNA1002X,LECTURE B3,19,18,1,1,2240,SCHOOL OF COMPUTING,Returning Students [P]
678,FNA1002X,LECTURE B3,25,52,4,746,747,ENGINEERING,New Students [P]
679,FNA1002X,LECTURE B3,40,35,1,1,400,SCHOOL OF COMPUTING,New Students [P]
680,FNA1002X,LECTURE B3,26,42,50,700,1892,SCHOOL OF BUSINESS,NUS Students [G]
681,FNA1006,LECTURE C,26,5,1,1,700,SCHOOL OF BUSINESS,Returning Students [P]
682,FNA2002,LECTURE B,16,3,10,1,100,SCHOOL OF COMPUTING,Returning Students [P]
683,FNA2002,LECTURE B,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
684,FNA2002,LECTURE B,30,10,1,1,400,SCHOOL OF BUSINESS,NUS Students [G]
685,FNA2004,LECTURE D1,1,0,0,0,0,SCIENCE,Returning Students [P]
686,FNA2004,LECTURE D1,6,9,6,1111,2000,SCHOOL OF COMPUTING,Returning Students [P]
687,FNA2004,LECTURE D1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
688,FNA2004,LECTURE D1,14,24,1,843,1928,SCHOOL OF BUSINESS,NUS Students [G]
689,FNA2004,LECTURE D2,2,0,0,0,0,SCIENCE,Returning Students [P]
690,FNA2004,LECTURE D2,12,7,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P]
691,FNA2004,LECTURE D2,6,2,5,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
692,FNA2004,LECTURE D2,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
693,FNA2004,LECTURE D2,15,28,1,750,1326,SCHOOL OF BUSINESS,NUS Students [G]
694,FNA3101A,SECTIONAL TEACHING B1,4,5,100,153,1500,SCHOOL OF BUSINESS,NUS Students [G]
695,FNA3101A,SECTIONAL TEACHING B2,5,0,0,0,0,SCIENCE,Returning Students [P]
696,FNA3101A,SECTIONAL TEACHING B2,5,3,1,1,300,SCHOOL OF BUSINESS,NUS Students [G]
697,FNA3101B,SECTIONAL TEACHING B3,4,2,1001,1,1793,SCIENCE,Returning Students [P]
698,FNA3101B,SECTIONAL TEACHING B3,4,0,0,0,0,SCHOOL OF BUSINESS,NUS Students [G]
699,FNA3101B,SECTIONAL TEACHING B4,3,0,0,0,0,SCIENCE,Returning Students [P]
700,FNA3101B,SECTIONAL TEACHING B4,5,2,100,1,200,SCHOOL OF BUSINESS,NUS Students [G]
701,FNA3102A,SECTIONAL TEACHING C1,2,2,1,1,293,SCHOOL OF BUSINESS,Returning Students [P]
702,FNA3102A,SECTIONAL TEACHING C1,5,5,5,1,658,SCHOOL OF BUSINESS,NUS Students [G]
703,FNA3102A,SECTIONAL TEACHING C2,2,0,0,0,0,SCIENCE,Returning Students [P]
704,FNA3102A,SECTIONAL TEACHING C2,4,2,10,1,200,SCHOOL OF BUSINESS,Returning Students [P]
705,FNA3102A,SECTIONAL TEACHING C2,4,6,256,361,846,SCHOOL OF BUSINESS,NUS Students [G]
706,FNA3102B,SECTIONAL TEACHING C3,1,0,0,0,0,SCIENCE,Returning Students [P]
707,FNA3102B,SECTIONAL TEACHING C3,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
708,FNA3102B,SECTIONAL TEACHING C3,5,5,240,1,607,SCHOOL OF BUSINESS,NUS Students [G]
709,FNA3102B,SECTIONAL TEACHING C4,4,1,1,1,1,SCIENCE,Returning Students [P]
710,FNA3102B,SECTIONAL TEACHING C4,4,4,1,1,10,SCHOOL OF BUSINESS,Returning Students [P]
711,FNA3102B,SECTIONAL TEACHING C4,4,2,1,1,100,SCHOOL OF BUSINESS,NUS Students [G]
712,FNA3103,SECTIONAL TEACHING D3,1,0,0,0,0,SCIENCE,Returning Students [P]
713,FNA3111,SECTIONAL TEACHING E,1,1,177,1,177,SCHOOL OF BUSINESS,Returning Students [P]
714,FNA3116,SECTIONAL TEACHING G1,4,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
715,FNA3118,SECTIONAL TEACHING H1,5,1,201,1,201,SCIENCE,Returning Students [P]
716,FNA3118,SECTIONAL TEACHING H1,1,1,2,1,2,SCHOOL OF BUSINESS,Returning Students [P]
717,FNA3118,SECTIONAL TEACHING H2,7,1,1,1,1,SCIENCE,Returning Students [P]
718,FNA3118,SECTIONAL TEACHING H2,19,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
719,FNA3120A,SECTIONAL TEACHING J1,4,2,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
720,FNA3121,SECTIONAL TEACHING K,29,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
721,FNA4111,SECTIONAL TEACHING M1,1,2,1,617,617,SCIENCE,Returning Students [P]
722,FNA4111,SECTIONAL TEACHING M1,11,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
723,FST1101,LECTURE SL1,44,39,1,1,400,SCIENCE,New Students [P]
724,FST2102,LECTURE SL1,4,0,0,0,0,SCIENCE,Returning Students [P]
725,FST3102,LECTURE SL1,20,0,0,0,0,SCIENCE,Returning Students [P]
726,FST3103,LECTURE SL1,2,0,0,0,0,SCIENCE,Returning Students [P]
727,FST3202,LECTURE SL1,5,0,0,0,0,SCIENCE,Reserved for [G] in later round
728,GE1101E,LECTURE 1,4,7,21,698,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
729,GE1101E,LECTURE 1,209,207,1,1,597,ARTS & SOCIAL SCIENCES,New Students [P]
730,GE1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
731,GE2204,LECTURE 1,71,11,1,1,1794,ARTS & SOCIAL SCIENCES,Returning Students [P]
732,GE2204,LECTURE 1,5,3,20,1,305,ARTS & SOCIAL SCIENCES,New Students [P]
733,GE2204,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
734,GE2215,LECTURE 1,5,3,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
735,GE2215,LECTURE 1,5,3,1,1,213,ARTS & SOCIAL SCIENCES,New Students [P]
736,GE2215,LECTURE 1,25,6,1,1,600,ARTS & SOCIAL SCIENCES,NUS Students [G]
737,GE2219,LECTURE 1,31,7,10,1,1229,ARTS & SOCIAL SCIENCES,Returning Students [P]
738,GE2219,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
739,GE2219,LECTURE 1,70,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
740,GE2221,LECTURE 1,55,17,1,1,701,ARTS & SOCIAL SCIENCES,Returning Students [P]
741,GE2221,LECTURE 1,5,4,1,1,61,ARTS & SOCIAL SCIENCES,New Students [P]
742,GE2221,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
743,GE2226,LECTURE 1,46,5,1,1,400,ARTS & SOCIAL SCIENCES,Returning Students [P]
744,GE2226,LECTURE 1,5,1,10,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
745,GE2226,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
746,GE2227,LECTURE 1,34,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
747,GE2227,LECTURE 1,5,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
748,GE2227,LECTURE 1,20,5,1,1,600,ARTS & SOCIAL SCIENCES,NUS Students [G]
749,GE3204,LECTURE 1,48,5,1,1,1514,ARTS & SOCIAL SCIENCES,Returning Students [P]
750,GE3204,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
751,GE3210,LECTURE 1,39,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
752,GE3210,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
753,GE3221,LECTURE 1,56,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
754,GE3221,LECTURE 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
755,GE3224,LECTURE 1,34,5,100,1,1999,ARTS & SOCIAL SCIENCES,Returning Students [P]
756,GE3224,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
757,GE3235,LECTURE 1,70,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
758,GE3235,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
759,GE4101A,SEMINAR-STYLE MODULE CLASS 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
760,GE4101B,SEMINAR-STYLE MODULE CLASS 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
761,GE4202,SEMINAR-STYLE MODULE CLASS 1,54,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
762,GE4204,SEMINAR-STYLE MODULE CLASS 1,23,1,4000,1,4000,ARTS & SOCIAL SCIENCES,Returning Students [P]
763,GE4207,SEMINAR-STYLE MODULE CLASS 1,28,2,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P]
764,GEK1000,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
765,GEK1001,LECTURE 1,185,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
766,GEK1002,LECTURE 1,150,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
767,GEK1003,LECTURE 1,70,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
768,GEK1006,LECTURE 1,297,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
769,GEK1008,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
770,GEK1016,LECTURE 1,15,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
771,GEK1025,LECTURE 1,55,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
772,GEK1035,LECTURE 1,60,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
773,GEK1045,LECTURE 1,190,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
774,GEK1046,LECTURE 1,100,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
775,GEK1047,SECTIONAL TEACHING A1,35,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
776,GEK1047,SECTIONAL TEACHING A2,35,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
777,GEK1050,LECTURE 1,30,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
778,GEK1052,SECTIONAL TEACHING 1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
779,GEK1500,PACKAGED LECTURE 1,150,0,0,0,0,ENGINEERING,Reserved for [G] in later round
780,GEK1501,PACKAGED LECTURE 1,50,0,0,0,0,ENGINEERING,Reserved for [G] in later round
781,GEK1502,LECTURE SL1,150,0,0,0,0,SCIENCE,Reserved for [G] in later round
782,GEK1505,LECTURE SL1,300,0,0,0,0,SCIENCE,Reserved for [G] in later round
783,GEK1507,LECTURE SL1,290,0,0,0,0,SCIENCE,Reserved for [G] in later round
784,GEK1509,LECTURE SL1,190,0,0,0,0,SCIENCE,Reserved for [G] in later round
785,GEK1510,LECTURE SL1,140,0,0,0,0,SCIENCE,Reserved for [G] in later round
786,GEK1511,LECTURE 1,195,0,0,0,0,SCHOOL OF COMPUTING,Reserved for [G] in later round
787,GEK1517,LECTURE SL1,195,0,0,0,0,SCIENCE,Reserved for [G] in later round
788,GEK1519,LECTURE SL1,190,0,0,0,0,SCIENCE,Reserved for [G] in later round
789,GEK1520,LECTURE SL1,190,0,0,0,0,SCIENCE,Reserved for [G] in later round
790,GEK1527,LECTURE SL1,322,0,0,0,0,SCIENCE,Reserved for [G] in later round
791,GEK1527,LECTURE SL2,322,0,0,0,0,SCIENCE,Reserved for [G] in later round
792,GEK1529,LECTURE SL1,180,0,0,0,0,SCIENCE,Reserved for [G] in later round
793,GEK1531,LECTURE SL1,250,0,0,0,0,SCIENCE,Reserved for [G] in later round
794,GEK1534,LECTURE 1,100,0,0,0,0,YONG LOO LIN SCHOOL OF MEDICINE,Reserved for [G] in later round
795,GEK1535,LECTURE SL1,200,0,0,0,0,SCIENCE,Reserved for [G] in later round
796,GEK1537,LECTURE 1,80,0,0,0,0,YONG LOO LIN SCHOOL OF MEDICINE,Reserved for [G] in later round
797,GEK1541,LECTURE 1,60,0,0,0,0,YONG LOO LIN SCHOOL OF MEDICINE,Reserved for [G] in later round
798,GEK1541,LECTURE 2,60,0,0,0,0,YONG LOO LIN SCHOOL OF MEDICINE,Reserved for [G] in later round
799,GEK1542,LECTURE SL1,400,0,0,0,0,SCIENCE,Reserved for [G] in later round
800,GEK1543,LECTURE SL1,200,0,0,0,0,SCIENCE,Reserved for [G] in later round
801,GEK2000,LECTURE 1,55,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
802,GEK2001,LECTURE 1,147,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
803,GEK2003,LECTURE 1,50,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
804,GEK2022,LECTURE 1,200,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
805,GEK2500,LECTURE SL1,220,0,0,0,0,SCIENCE,Reserved for [G] in later round
806,GEK2501,LECTURE 1,150,0,0,0,0,YONG LOO LIN SCHOOL OF MEDICINE,Reserved for [G] in later round
807,GEK2503,LECTURE SL1,90,0,0,0,0,SCIENCE,Reserved for [G] in later round
808,GEK2507,LECTURE SL1,280,0,0,0,0,SCIENCE,Reserved for [G] in later round
809,GEK3001,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
810,GEM1004,LECTURE 1,110,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
811,GEM1008,SECTIONAL TEACHING 1,20,0,0,0,0,NON-FACULTY-BASED DEPARTMENTS,Reserved for [G] in later round
812,GEM1008,SECTIONAL TEACHING 2,20,0,0,0,0,NON-FACULTY-BASED DEPARTMENTS,Reserved for [G] in later round
813,GEM1008,SECTIONAL TEACHING 3,20,0,0,0,0,NON-FACULTY-BASED DEPARTMENTS,Reserved for [G] in later round
814,GEM2000,PACKAGED LECTURE 1,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
815,GEM2000,PACKAGED LECTURE 2,24,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
816,GEM2000,PACKAGED LECTURE 3,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
817,GEM2000,PACKAGED LECTURE 4,22,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
