,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
0,AR1121,LECTURE 1,150,112,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1,AR1221,LECTURE 1,207,148,1,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
2,AR2101,DESIGN TUTORIAL 1,31,2,1,1,50,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
3,AR2221,LECTURE 1,13,5,1,1,3,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
4,AR2221,LECTURE 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
5,AR2722,LECTURE 1,32,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
6,AR3101,DESIGN TUTORIAL 1,11,6,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
7,AR3222,LECTURE 1,13,5,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
8,AR3222,LECTURE 1,8,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
9,AR4101,DESIGN TUTORIAL 1,46,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
10,AR4101,DESIGN TUTORIAL 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
11,AR4103,DESIGN TUTORIAL 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
12,AR4104,DESIGN TUTORIAL 1,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
13,AR5011,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
14,AR5011,LECTURE 2,21,5,5,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
15,AR5011,LECTURE 2,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
16,AR5321,LECTURE 1,64,5,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
17,AR5321,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
18,AS2213,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
19,AS2213,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
20,AS2237,LECTURE 1,6,2,200,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
21,AS2237,LECTURE 1,5,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
22,AS2237,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
23,AS3232,LECTURE 1,1,1,125,1,125,ARTS & SOCIAL SCIENCES,Returning Students [P]
24,AS3232,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
25,AS3239,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
26,BHT4001A,LECTURE ZA,478,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
27,BHT4001B,LECTURE ZB,495,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
28,BHT4001C,LECTURE ZC,496,2,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
29,BHT4001D,LECTURE ZD,500,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
30,BN4301,LECTURE 1,1,0,0,0,0,ENGINEERING,Returning Students [P]
31,BN4403,LECTURE 1,20,2,1,1,10,ENGINEERING,Returning Students [P]
32,BN4406,LECTURE 1,10,1,10,1,10,ENGINEERING,Returning Students [P]
33,BSP1004,SECTIONAL TEACHING D1,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
34,BSP1004,SECTIONAL TEACHING D1,4,2,2,1,5,SCHOOL OF COMPUTING,New Students [P]
