,Module,Group,Quota,NoofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
48,BSP3001,SECTIONAL TEACHING A2,1,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
49,BSP3001,SECTIONAL TEACHING A3,1,2,1000,1002,1002,SCHOOL OF BUSINESS,Returning Students [P]
50,BSP3001,SECTIONAL TEACHING A4,4,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
51,BSP3001,SECTIONAL TEACHING A5,26,2,300,1,835,SCHOOL OF BUSINESS,Returning Students [P]
52,BU2280,LECTURE 1,66,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
53,BU2280,SECTIONAL TEACHING 2,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
54,BU2481,LECTURE 1,67,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
55,BU2481,SECTIONAL TEACHING 2,1,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
56,BU2482,LECTURE 1,63,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
57,BU2484,LECTURE 1,23,9,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
58,BU2484,LECTURE 1,52,17,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
59,BU2484,LECTURE 2,63,2,1,1,2000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
60,BU3180,LECTURE 1,69,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
61,BU3181,LECTURE 1,72,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
62,BU3380,LECTURE 1,74,3,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
63,BU3490,LECTURE 1,38,5,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
64,BU3491,LECTURE 1,92,2,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
65,BU3491,SECTIONAL TEACHING 2,23,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
66,BU4380,LECTURE 1,42,2,10,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
67,BU4381,SECTIONAL TEACHING 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
68,BU4391,LECTURE 1,39,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
69,BU4480,LECTURE 1,51,2,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
70,BU4480,SECTIONAL TEACHING 2,2,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
71,BU4490,LECTURE 1,56,4,1,1,3000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
72,CE2134,LECTURE 1,119,11,1,1,100,ENGINEERING,Returning Students [P] and NUS Students [G]
73,CE2134,LECTURE 1,29,1,1,1,1,ENGINEERING,New Students [P]
74,CE2155,LECTURE 1,134,7,1,1,10,ENGINEERING,Returning Students [P] and NUS Students [G]
75,CE2155,LECTURE 1,14,3,1,1,1,ENGINEERING,New Students [P]
76,CE2184,LECTURE 1,124,9,1,1,100,ENGINEERING,Returning Students [P] and NUS Students [G]
77,CE2184,LECTURE 1,13,2,1,1,1,ENGINEERING,New Students [P]
78,CE2407,LECTURE 1,101,7,1,1,5,ENGINEERING,Returning Students [P] and NUS Students [G]
79,CE2407,LECTURE 1,29,1,1,1,1,ENGINEERING,New Students [P]
80,CE2408,LECTURE 1,150,13,1,1,100,ENGINEERING,Returning Students [P] and NUS Students [G]
81,CE2408,LECTURE 1,13,2,1,1,1,ENGINEERING,New Students [P]
82,CE3101,LECTURE 1,138,3,1,1,2,ENGINEERING,Returning Students [P] and NUS Students [G]
83,CE3115,LECTURE 1,70,9,1,1,50,ENGINEERING,Returning Students [P] and NUS Students [G]
84,CE3121,LECTURE 1,123,10,1,1,1015,ENGINEERING,Returning Students [P] and NUS Students [G]
85,CE3165,LECTURE 1,92,4,1,1,20,ENGINEERING,Returning Students [P] and NUS Students [G]
86,CE4257,LECTURE 1,16,2,500,1,600,ENGINEERING,Returning Students [P] and NUS Students [G]
87,CE5105,LECTURE 1,13,2,1,1,50,ENGINEERING,Returning Students [P]
88,CE5204,LECTURE 1,15,1,1,1,1,ENGINEERING,Returning Students [P]
89,CE5509,LECTURE 1,8,0,0,0,0,ENGINEERING,Returning Students [P]
90,CE5514,LECTURE 1,14,1,1,1,1,ENGINEERING,Returning Students [P]
91,CE5604,LECTURE 1,7,2,1,1,1,ENGINEERING,Returning Students [P]
92,CE5710,LECTURE 1,9,1,1,1,1,ENGINEERING,Returning Students [P]
93,CE5712,LECTURE 1,12,1,1,1,1,ENGINEERING,Returning Students [P]
94,CE5805,LECTURE 1,10,1,100,1,100,ENGINEERING,Returning Students [P]
95,CH1101E,LECTURE 1,88,21,1,1,500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
96,CH1101E,LECTURE 1,47,15,1,1,100,ARTS & SOCIAL SCIENCES,New Students [P]
97,CH2121,LECTURE 1,27,31,1,100,1049,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
98,CH2121,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
99,CH2223,LECTURE 1,65,17,1,1,300,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
100,CH2223,LECTURE 1,25,1,20,1,20,ARTS & SOCIAL SCIENCES,New Students [P]
101,CH2225,LECTURE 1,31,6,1,1,305,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
102,CH2225,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
103,CH2252,LECTURE 1,9,11,399,487,906,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
104,CH2252,LECTURE 1,22,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
105,CH2271,LECTURE 1,50,33,1,1,1500,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
106,CH2271,LECTURE 1,54,4,1,1,50,ARTS & SOCIAL SCIENCES,New Students [P]
107,CH2291,LECTURE 1,100,65,1,1,2392,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
108,CH2291,LECTURE 1,146,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
109,CH3222,LECTURE 1,9,2,1,1,50,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
110,CH3222,LECTURE 1,20,1,20,1,20,ARTS & SOCIAL SCIENCES,New Students [P]
111,CH3223,LECTURE 1,26,2,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
112,CH3223,LECTURE 1,17,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
113,CH3243,LECTURE 1,49,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
114,CH3243,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
115,CH4201,SECTIONAL TEACHING 1,31,1,2,1,2,ARTS & SOCIAL SCIENCES,Returning Students [P]
116,CH4204,SECTIONAL TEACHING 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
117,CH4206,SECTIONAL TEACHING 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
118,CH4223,SECTIONAL TEACHING 1,36,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
119,CH4225,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
120,CH4251,SECTIONAL TEACHING 1,31,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
121,CH5213,SECTIONAL TEACHING 1,7,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
122,CH5223,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
123,CH5224,SECTIONAL TEACHING 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
124,CL1101E,LECTURE 1,139,69,1,1,965,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
125,CL1101E,LECTURE 1,66,18,1,1,420,ARTS & SOCIAL SCIENCES,New Students [P]
126,CL2102,LECTURE 1,81,29,1,1,1633,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
127,CL2102,LECTURE 1,39,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
128,CL2121,LECTURE 1,9,1,100,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P]
129,CL2121,LECTURE 1,25,2,1,1,5,ARTS & SOCIAL SCIENCES,New Students [P]
130,CL2206,LECTURE 1,13,8,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
131,CL2206,LECTURE 1,6,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
132,CL2280,LECTURE 1,10,21,1,1489,2357,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
133,CL2280,LECTURE 1,57,8,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
134,CL3202,LECTURE 1,59,5,1,1,201,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
135,CL3204,LECTURE 1,32,3,1,1,100,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
136,CL3205,LECTURE 1,38,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
137,CL3206,LECTURE 1,41,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and NUS Students [G]
138,CM1101,LECTURE SL1,30,0,0,0,0,SCIENCE,Returning Students [P]
139,CM1101,LECTURE SL1,22,4,1,1,50,SCIENCE,New Students [P]
140,CM1111,LECTURE SL1,10,14,50,100,1802,SCIENCE,Returning Students [P] and NUS Students [G]
141,CM1111,LECTURE SL1,4,2,1,1,100,SCIENCE,New Students [P]
142,CM1417,LECTURE SL1,7,0,0,0,0,SCIENCE,New Students [P]
143,CM1501,LECTURE L,63,4,1,1,10,SCIENCE,Returning Students [P]
144,CM1501,LECTURE L,5,0,0,0,0,ENGINEERING,New Students [P]
145,CM2101,LECTURE SL1,160,0,0,0,0,SCIENCE,Returning Students [P]
146,CM2102,LECTURE SL1,140,0,0,0,0,SCIENCE,Returning Students [P]
147,CM2132,LECTURE SL1,57,2,100,1,406,SCIENCE,Returning Students [P]
148,CM2142,LECTURE SL1,2,3,100,686,1513,SCIENCE,Returning Students [P]
149,CM2161,LECTURE SL1,16,1,1,1,1,SCIENCE,Returning Students [P]
150,CM2165,LECTURE SL1,2,2,1,1,1,SCIENCE,Returning Students [P]
151,CM2263,LECTURE SL1,33,0,0,0,0,SCIENCE,Returning Students [P]
152,CM3211,LECTURE SL1,98,0,0,0,0,SCIENCE,Returning Students [P]
153,CM3221,LECTURE SL1,67,4,1,1,100,SCIENCE,Returning Students [P]
154,CM3222,LECTURE SL1,60,0,0,0,0,SCIENCE,Returning Students [P]
155,CM3241,LECTURE SL1,85,5,1,1,50,SCIENCE,Returning Students [P]
156,CM3291,LECTURE SL1,1,3,53,1438,1438,SCIENCE,Returning Students [P]
157,CM3292,LECTURE SL1,69,8,1,1,1400,SCIENCE,Returning Students [P]
158,CM4223,LECTURE SL1,12,3,3,1,2000,SCIENCE,Returning Students [P]
159,CM4236,LECTURE SL1,2,5,1,1600,3000,SCIENCE,Returning Students [P]
160,CM4241,LECTURE SL1,12,3,1,1,1406,SCIENCE,Returning Students [P]
161,CM4242,LECTURE SL1,19,8,1,1,2000,SCIENCE,Returning Students [P]
162,CM4266,LECTURE SL1,51,0,0,0,0,SCIENCE,Returning Students [P]
163,CN2121,LECTURE L,21,2,1,1,1,ENGINEERING,Returning Students [P] and NUS Students [G]
164,CN2122,LECTURE L,13,5,1,1,500,ENGINEERING,Returning Students [P] and NUS Students [G]
165,CN2123,LECTURE L1,7,4,1,1,57,ENGINEERING,Returning Students [P] and NUS Students [G]
166,CN3108,LECTURE L,26,4,1,1,100,ENGINEERING,Returning Students [P]
167,CN3122,LECTURE L,26,4,1,1,100,ENGINEERING,Returning Students [P]
168,CN3125,LECTURE L,40,5,1,1,100,ENGINEERING,Returning Students [P]
169,CN3421,LECTURE L,44,3,1,1,100,ENGINEERING,Returning Students [P]
170,CN4118,LECTURE 1,87,10,1,1,5248,ENGINEERING,Returning Students [P]
171,CN4119,LECTURE L1,47,7,1,1,1500,ENGINEERING,Returning Students [P]
172,CN4201,LECTURE L,17,5,1,1,1300,ENGINEERING,Returning Students [P]
173,CN4216,LECTURE L,55,3,1,1,1000,ENGINEERING,Returning Students [P]
174,CN4217,LECTURE L,44,2,1,1,1000,ENGINEERING,Returning Students [P]
175,CN4229,LECTURE L,13,2,345,1,1255,ENGINEERING,Returning Students [P]
176,CN4238,LECTURE L,18,1,1,1,1,ENGINEERING,Returning Students [P]
177,CN4241,LECTURE L,55,2,1,1,1,ENGINEERING,Returning Students [P]
178,CN4246,LECTURE L,47,3,1,1,1,ENGINEERING,Returning Students [P]
179,CS1101C,LECTURE A,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
180,CS1101C,LECTURE A,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
181,CS1101C,LECTURE C,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
182,CS1101C,LECTURE C,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
183,CS1101C,LECTURE D,4,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
184,CS1101C,LECTURE D,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
185,CS1101S,LECTURE 1,15,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
186,CS1101S,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
187,CS1101S,LECTURE 1,90,3,1,1,150,SCHOOL OF COMPUTING,New Students [P]
188,CS1101X,LECTURE 1,6,7,400,400,600,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
189,CS1101X,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
190,CS1101X,LECTURE 3,7,8,50,51,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
191,CS1101X,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
192,CS1101X,LECTURE 3,19,11,1,1,640,SCHOOL OF COMPUTING,New Students [P]
193,CS1101X,LECTURE 5,7,6,350,1,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
194,CS1101X,LECTURE 5,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
195,CS1101X,LECTURE 5,13,4,1,1,100,SCHOOL OF COMPUTING,New Students [P]
196,CS1101Y,LECTURE 1,6,5,1,1,700,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
197,CS1101Y,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
198,CS1101Y,LECTURE 2,1,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
199,CS1101Y,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
200,CS1101Y,LECTURE 3,6,8,50,301,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
201,CS1101Y,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
202,CS1101Y,LECTURE 3,13,3,1,1,548,SCIENCE,New Students [P]
203,CS1101Y,LECTURE 5,9,8,1,1,1000,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
204,CS1101Y,LECTURE 5,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
205,CS1101Y,LECTURE 5,1,2,1,50,50,SCIENCE,New Students [P]
206,CS1101Y,LECTURE 5,23,3,1,1,54,SCHOOL OF COMPUTING,New Students [P]
207,CS1101Z,LECTURE 1,5,5,102,1,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
208,CS1101Z,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
209,CS1101Z,LECTURE 1,11,6,2,1,200,SCHOOL OF COMPUTING,New Students [P]
210,CS1101Z,LECTURE 3,5,6,10,319,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
211,CS1101Z,LECTURE 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
212,CS1101Z,LECTURE 3,13,7,1,1,150,SCHOOL OF COMPUTING,New Students [P]
213,CS1101Z,LECTURE 5,5,5,55,1,400,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
214,CS1101Z,LECTURE 5,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
215,CS1101Z,LECTURE 5,20,7,1,1,150,SCHOOL OF COMPUTING,New Students [P]
216,CS1101Z,LECTURE 6,1,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
217,CS1101Z,LECTURE 6,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
218,CS1102,LECTURE 1,52,4,1,1,150,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
219,CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
220,CS1102C,LECTURE 1,20,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
221,CS1102C,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
222,CS1104,LECTURE 1,23,3,1,1,20,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
223,CS1104,LECTURE 1,4,1,2,1,2,SCHOOL OF COMPUTING,New Students [P]
224,CS1105,LECTURE 1,42,48,5,563,2053,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
225,CS1105,LECTURE 1,41,18,1,1,100,SCHOOL OF COMPUTING,New Students [P]
226,CS1231X,LECTURE 1,4,1,500,1,500,SCHOOL OF COMPUTING,Returning Students [P]
227,CS1231X,LECTURE 1,53,10,1,1,339,SCHOOL OF COMPUTING,New Students [P]
228,CS1231Y,LECTURE 1,2,1,2,1,2,SCHOOL OF COMPUTING,Returning Students [P]
229,CS1231Y,LECTURE 1,85,6,1,1,50,SCHOOL OF COMPUTING,New Students [P]
230,CS1280,LECTURE 1,121,5,1,1,2393,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
231,CS1281,LECTURE 1,240,23,1,1,880,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
232,CS1281,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
233,CS2102,LECTURE 1,55,9,1,1,500,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
234,CS2102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
235,CS2102,LECTURE 1,39,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
236,CS2102S,LECTURE 1,26,4,1,1,42,SCHOOL OF COMPUTING,Returning Students [P]
237,CS2102S,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
238,CS2102S,LECTURE 1,39,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
239,CS2103,LECTURE 1,75,23,1,1,964,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
240,CS2103,LECTURE 1,8,3,1,1,50,SCHOOL OF COMPUTING,New Students [P]
241,CS2104,LECTURE 1,47,4,1,1,10,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
242,CS2104,LECTURE 1,25,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
243,CS2105,LECTURE 1,76,9,1,1,200,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
244,CS2106,LECTURE 1,35,16,1,1,1200,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
245,CS2250,LECTURE 1,108,12,1,1,500,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
246,CS2261,LECTURE 1,80,5,1,1,2000,SCHOOL OF COMPUTING,Returning Students [P]
247,CS2271,LECTURE 1,105,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
248,CS2271,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
249,CS2301,LECTURE 1,68,4,1,1,10,SCHOOL OF COMPUTING,New Students [P]
250,CS3103,LECTURE 1,48,3,1,1,300,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
251,CS3103,LECTURE 1,23,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
252,CS3212,LECTURE 1,73,4,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
253,CS3212,LECTURE 1,28,2,1,1,100,SCHOOL OF COMPUTING,New Students [P]
254,CS3214,LECTURE 1,38,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
255,CS3214,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
256,CS3215,LECTURE 1,90,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
257,CS3220,LECTURE 1,50,5,1,1,300,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
258,CS3230,LECTURE 1,74,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
259,CS3230,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
260,CS3233,LECTURE 1,26,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
261,CS3233,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
262,CS3234,LECTURE 1,54,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P] and NUS Students [G]
